Project ID,Certificates,Years of Experience,age,Time Arrival Strafe,Project Cost,Project Proximity,Violation Risk Index,Company PCAB Score,Weekly Overtime Hours,Salary Bracket,is_good
765399,12,8,25,-1.4,1041310.0,128.87,0.19,4,4.0,4,1
431702,11,7,29,-15.72,1062834.0,127.52,0.24,4,4.0,3,1
881724,0,2,35,0.47,137782.0,118.35,0.68,3,8.0,1,0
876408,0,5,56,2.47,194665.0,115.79,0.65,3,7.0,2,0
59454,14,6,29,6.4,1040614.0,128.18,0.26,4,4.0,3,0
747313,12,6,40,14.49,959418.0,124.2,0.34,4,4.0,2,1
303356,0,4,52,2.06,80221.0,109.04,0.63,2,4.0,1,0
832488,12,7,29,-8.44,1023192.0,129.74,0.24,4,3.0,3,1
717889,11,6,25,-3.13,1075918.0,120.37,0.19,3,1.0,3,1
518897,0,4,46,2.59,145427.0,105.57,0.67,2,4.0,1,0
501349,12,8,24,2.04,976033.0,126.55,0.2,4,3.0,4,1
555892,0,5,20,11.3,174388.0,102.6,0.59,2,2.0,2,1
751777,13,8,26,-4.83,1081484.0,132.79,0.31,3,5.0,5,1
872641,14,6,23,-15.02,917446.0,130.8,0.38,3,7.0,3,0
311826,0,5,51,1.34,136885.0,120.38,0.74,2,7.0,2,0
499847,13,6,23,10.8,974171.0,119.37,0.32,4,3.0,3,1
605444,6,5,20,8.68,223092.0,116.43,0.58,3,5.0,2,1
41169,1,4,32,0.22,139105.0,115.83,0.59,2,7.0,1,0
201584,0,1,40,8.63,113970.0,96.33,0.55,2,3.0,1,1
443448,14,5,34,-6.33,1061763.0,129.85,0.26,3,6.0,3,1
177156,2,5,19,3.9,37337.0,97.42,0.68,2,3.0,2,0
209921,0,3,21,8.03,148468.0,96.61,0.45,3,2.0,1,0
347609,1,3,32,1.6,127743.0,102.08,0.53,2,4.0,1,1
149967,0,3,50,14.51,174524.0,116.3,0.75,2,7.0,1,0
468642,1,3,38,10.65,50739.0,94.42,0.62,3,2.0,1,0
929530,0,3,32,0.83,65103.0,94.46,0.57,2,3.0,1,0
969018,12,8,27,1.96,1040424.0,135.34,0.27,4,7.0,4,1
631810,13,7,25,3.5,1022802.0,126.68,0.19,4,3.0,4,1
681120,12,6,28,-14.93,994236.0,132.11,0.29,4,6.0,3,1
191232,0,5,31,7.26,85356.0,115.05,0.61,3,7.0,2,0
140046,2,2,19,11.95,78506.0,83.86,0.45,3,0.0,1,0
65239,10,8,30,-7.77,1034279.0,134.63,0.26,3,6.0,4,1
58058,0,4,22,3.8,46117.0,104.17,0.63,2,5.0,1,0
209333,0,5,21,1.01,64377.0,102.19,0.63,2,4.0,1,0
489549,3,5,54,0.98,93057.0,107.24,0.6,2,4.0,2,0
879453,0,1,59,9.75,128202.0,111.48,0.72,2,7.0,1,0
930621,1,4,41,15.14,112603.0,83.9,0.5,2,0.0,1,0
240682,11,10,27,-18.83,924315.0,131.02,0.26,4,4.0,5,1
39572,12,7,30,-20.01,1037444.0,127.35,0.22,4,3.0,4,1
377901,0,3,31,6.5,101127.0,101.43,0.54,2,4.0,1,0
843246,0,4,34,1.21,126894.0,82.84,0.5,2,0.0,1,0
952689,0,4,20,3.31,107919.0,111.75,0.58,3,5.0,1,1
462753,11,6,24,-5.26,978739.0,127.42,0.28,2,4.0,2,0
115823,11,6,30,5.58,1016353.0,120.98,0.19,3,2.0,2,1
819113,13,6,28,5.53,1075054.0,130.73,0.25,4,7.0,3,1
602874,0,5,34,6.28,41197.0,99.47,0.64,2,4.0,1,0
835472,1,3,36,9.76,129944.0,87.66,0.62,3,2.0,1,0
121797,13,5,30,14.42,1034880.0,130.26,0.31,4,5.0,2,1
381119,12,6,24,7.62,1080386.0,114.06,0.19,3,0.0,3,1
584682,0,4,19,8.27,84761.0,90.3,0.5,2,2.0,1,0
956669,12,5,29,-9.09,1030542.0,127.62,0.27,3,4.0,2,1
13211,11,9,24,4.99,1031499.0,128.77,0.19,4,2.0,5,1
442652,13,10,23,7.52,1127647.0,137.53,0.28,3,6.0,5,1
999967,15,6,23,-11.88,960732.0,120.95,0.24,3,0.0,3,1
444057,11,7,25,17.85,982671.0,123.41,0.22,4,3.0,3,1
698435,1,4,58,0.61,76458.0,105.55,0.79,1,6.0,1,0
206756,0,5,51,0.53,155318.0,119.17,0.67,2,8.0,2,1
39279,0,5,37,6.31,92657.0,119.54,0.72,2,8.0,2,0
170059,0,5,36,0.74,132679.0,91.85,0.51,2,1.0,2,0
812732,1,0,49,16.75,76747.0,100.92,0.69,2,6.0,1,1
162704,12,8,33,8.59,996478.0,134.74,0.43,4,8.0,4,0
339955,12,6,29,-17.79,1006355.0,118.98,0.16,4,0.0,3,0
39808,4,5,38,0.17,51188.0,105.68,0.69,3,5.0,2,0
21052,0,4,46,4.51,185884.0,118.57,0.66,3,7.0,1,0
553980,12,6,29,-14.06,961726.0,128.74,0.31,4,5.0,2,0
918272,11,8,30,-12.08,1031104.0,120.77,0.24,4,3.0,4,1
416757,0,5,57,5.48,226409.0,100.94,0.61,2,3.0,2,0
228839,0,3,21,6.99,90512.0,92.63,0.52,3,1.0,1,0
289357,12,7,36,-8.51,959447.0,134.46,0.29,4,7.0,3,0
765466,0,4,50,12.65,76664.0,124.24,0.81,2,10.0,1,0
237769,14,6,24,4.88,1066706.0,130.97,0.33,4,5.0,4,1
309200,3,3,21,4.95,50000.0,92.35,0.51,2,2.0,1,1
709034,0,4,48,1.71,132705.0,108.25,0.64,2,6.0,1,0
103946,2,4,22,0.76,86405.0,91.68,0.46,3,1.0,1,1
997770,15,6,24,-17.52,950057.0,130.17,0.29,3,5.0,3,1
613751,3,5,22,2.42,55792.0,91.4,0.53,2,1.0,2,0
329167,12,5,25,-14.1,988522.0,132.34,0.26,4,5.0,2,1
523348,13,7,37,5.55,1011179.0,130.5,0.24,4,4.0,4,1
937402,9,7,29,6.56,970799.0,130.83,0.31,4,5.0,2,1
634123,12,5,24,-12.81,972070.0,129.96,0.36,4,7.0,2,1
286557,0,3,47,6.33,138100.0,109.91,0.69,2,7.0,1,1
69085,12,7,35,-6.95,1041295.0,135.77,0.34,4,6.0,4,1
151937,12,6,26,-7.95,920026.0,121.45,0.23,3,2.0,2,1
712120,13,8,35,-25.77,948037.0,130.88,0.26,4,5.0,4,1
908436,0,4,53,6.47,156787.0,122.84,0.83,2,9.0,1,1
127679,13,6,28,-13.51,990590.0,131.88,0.29,4,5.0,3,1
434533,12,6,34,-4.11,895126.0,125.45,0.28,4,5.0,2,1
346553,1,4,21,4.29,93611.0,80.98,0.46,3,0.0,1,1
504870,12,7,30,3.13,1116263.0,120.29,0.19,4,2.0,4,0
261277,0,3,40,8.61,228704.0,117.46,0.68,3,7.0,1,0
927332,0,4,22,4.43,149242.0,99.0,0.54,2,3.0,1,0
539260,10,6,28,-4.89,1011476.0,119.39,0.21,3,3.0,2,1
510603,0,4,52,6.36,114503.0,98.83,0.62,2,3.0,1,0
755549,11,8,24,-12.94,1007939.0,117.16,0.17,3,0.0,4,0
332118,3,5,22,7.21,12923.0,100.1,0.61,2,3.0,2,0
504636,2,4,20,14.23,77916.0,100.57,0.6,2,3.0,1,1
477420,2,4,54,2.05,142481.0,121.64,0.74,2,8.0,2,0
939758,0,4,39,1.57,129815.0,104.88,0.57,2,4.0,1,0
851868,12,5,28,-25.57,974978.0,134.17,0.23,4,6.0,2,1
138170,13,10,33,2.21,908594.0,128.08,0.31,3,4.0,5,1
40703,0,3,39,8.33,107138.0,97.4,0.58,2,3.0,1,0
864562,0,2,21,11.43,74701.0,110.47,0.6,2,6.0,1,0
64752,12,7,28,-5.1,966662.0,131.01,0.25,4,4.0,3,1
985034,0,4,21,4.43,143700.0,95.71,0.54,3,2.0,1,0
239394,1,3,38,12.62,27273.0,89.44,0.6,2,3.0,1,0
856912,0,5,20,0.98,26808.0,115.26,0.63,2,7.0,1,1
71340,0,4,50,7.46,86957.0,108.65,0.74,2,6.0,1,0
217395,1,4,18,8.44,25143.0,88.93,0.56,2,2.0,1,0
760481,12,6,25,-4.7,988139.0,125.5,0.26,3,2.0,3,1
784348,9,7,36,-9.35,1024254.0,128.42,0.28,4,4.0,3,1
635235,1,2,34,1.88,93894.0,105.6,0.68,2,6.0,1,0
902717,0,4,20,11.45,143752.0,106.2,0.47,2,4.0,1,1
62792,0,2,53,6.69,124996.0,111.49,0.74,2,6.0,1,1
498062,0,4,48,5.84,50000.0,106.76,0.6,2,4.0,1,0
385723,12,6,29,-13.41,1054864.0,126.35,0.27,4,5.0,3,1
746867,13,6,34,-11.09,1002300.0,132.0,0.3,4,5.0,3,1
375882,13,7,26,3.87,899042.0,115.27,0.26,3,1.0,3,1
508348,14,6,24,-6.76,964939.0,122.63,0.28,4,3.0,3,1
96082,13,6,26,-9.54,1095610.0,122.85,0.23,3,1.0,3,1
722012,8,6,23,-16.12,951311.0,124.68,0.18,4,2.0,2,1
893140,0,5,20,9.92,147033.0,91.02,0.49,2,1.0,2,0
386596,0,2,39,1.36,131745.0,100.36,0.54,2,3.0,1,0
404416,10,6,26,6.14,995549.0,112.62,0.2,4,0.0,2,1
295618,0,3,39,7.79,133633.0,112.51,0.64,2,7.0,1,0
338892,2,5,31,1.2,117097.0,108.21,0.49,3,5.0,2,0
333159,1,3,19,13.81,178575.0,88.31,0.42,3,1.0,1,1
30903,1,4,39,3.4,65816.0,91.08,0.58,2,3.0,1,0
190508,11,8,24,-8.89,979290.0,120.19,0.2,3,0.0,4,1
67213,12,6,23,-3.52,1027431.0,127.24,0.26,4,4.0,3,1
101059,12,6,29,-7.62,898869.0,120.78,0.26,3,2.0,2,1
626412,13,9,41,6.04,989101.0,129.41,0.3,4,6.0,5,0
513278,10,6,31,-17.89,1037244.0,113.15,0.2,4,1.0,2,1
231097,11,5,31,6.93,926436.0,131.43,0.33,3,8.0,2,1
238237,13,6,23,-13.57,975686.0,125.14,0.2,3,4.0,3,0
429542,10,7,34,-14.34,1065892.0,124.08,0.15,4,2.0,3,1
358780,14,8,33,-13.32,1064361.0,135.35,0.41,4,8.0,5,0
535234,1,2,20,0.24,138161.0,85.93,0.41,2,1.0,1,0
520402,11,7,23,-8.09,966484.0,122.04,0.26,3,2.0,3,1
216343,0,4,21,12.21,73682.0,96.63,0.58,2,2.0,1,0
601913,13,8,27,-5.54,980918.0,122.81,0.21,3,1.0,4,1
751948,11,7,34,14.29,1017813.0,138.49,0.37,4,9.0,3,1
253630,0,3,41,0.35,91470.0,104.03,0.66,2,6.0,1,0
119264,12,7,25,10.2,917909.0,128.63,0.28,3,5.0,3,1
995845,14,7,37,-9.13,1111162.0,135.37,0.29,4,7.0,5,1
821543,11,6,24,-3.94,913056.0,118.98,0.22,3,1.0,2,1
76967,13,5,35,-11.27,999578.0,125.99,0.22,4,3.0,2,1
757474,3,4,32,4.89,73554.0,112.56,0.68,2,7.0,2,1
995920,3,5,19,4.21,26511.0,84.46,0.47,2,0.0,2,0
27884,13,9,31,-7.84,1041659.0,129.09,0.25,4,4.0,5,1
775730,12,7,27,0.61,981659.0,120.32,0.21,5,0.0,3,1
232430,13,5,29,-1.99,931119.0,122.99,0.34,3,3.0,2,0
94225,2,3,22,2.95,122131.0,94.36,0.49,3,3.0,1,0
663276,1,4,19,2.31,108704.0,95.04,0.58,2,3.0,1,1
270265,12,8,29,-5.41,1006663.0,125.57,0.3,4,4.0,4,1
463668,12,7,28,5.76,997589.0,129.06,0.23,4,4.0,3,1
886379,2,3,50,1.95,92916.0,97.67,0.59,3,3.0,1,0
223345,0,3,20,4.88,108928.0,94.14,0.6,3,2.0,1,0
907148,3,4,50,0.94,168095.0,117.21,0.75,3,6.0,2,0
102826,14,5,24,-9.45,973440.0,119.48,0.22,3,1.0,2,1
261473,11,7,29,-11.09,896058.0,106.46,0.22,3,0.0,3,1
9102,1,2,18,8.09,144460.0,98.03,0.54,3,3.0,1,0
806826,12,7,27,-24.57,996800.0,121.51,0.23,4,3.0,3,1
168113,0,4,22,2.9,21665.0,92.85,0.66,2,3.0,1,0
550038,1,3,18,1.1,99655.0,99.57,0.55,2,3.0,1,0
332202,3,4,18,4.21,9864.0,78.44,0.49,2,0.0,1,1
683913,13,5,23,-7.17,950414.0,119.79,0.2,4,1.0,2,0
829698,1,4,20,2.81,114715.0,101.04,0.53,2,3.0,1,1
547019,13,6,27,-10.13,1032883.0,132.83,0.24,4,5.0,3,1
461891,1,2,56,16.72,100721.0,121.32,0.83,2,11.0,1,0
774206,1,4,19,2.97,109942.0,110.69,0.54,2,5.0,1,1
398802,0,4,31,2.64,99243.0,96.11,0.51,3,3.0,1,0
787835,10,8,30,-22.79,976297.0,128.44,0.28,4,3.0,3,1
57168,6,6,32,-10.05,1050129.0,114.79,0.15,4,0.0,2,1
642272,11,7,37,-13.41,969867.0,127.96,0.33,4,4.0,3,0
375171,0,4,39,2.48,135436.0,106.85,0.63,2,4.0,1,1
699864,1,3,51,1.2,38058.0,112.36,0.73,3,6.0,1,0
804146,0,3,53,8.07,98477.0,108.77,0.73,2,5.0,1,1
801043,1,3,20,6.48,175527.0,109.79,0.63,2,4.0,1,0
259279,13,8,27,9.65,985186.0,131.05,0.24,4,5.0,4,1
297909,0,2,49,11.51,50000.0,102.11,0.76,2,5.0,1,0
602369,2,3,31,0.17,159339.0,94.91,0.54,2,3.0,1,0
548093,1,2,57,5.53,74941.0,113.21,0.7,2,7.0,1,0
596216,2,3,39,8.51,74929.0,95.04,0.65,3,2.0,1,1
558610,10,7,25,-4.56,996001.0,121.29,0.2,3,2.0,3,1
696812,12,6,23,-16.15,985096.0,130.03,0.25,3,5.0,3,1
157059,13,8,29,3.13,956533.0,124.17,0.24,4,3.0,4,1
672553,13,5,29,-7.33,1052208.0,114.72,0.18,4,1.0,2,1
70199,12,7,31,3.44,1029554.0,130.1,0.34,4,6.0,3,1
818682,12,7,33,0.8,1058445.0,131.26,0.28,4,5.0,4,0
486722,14,5,36,-7.69,1018076.0,132.84,0.39,4,8.0,3,0
237112,0,1,18,0.71,110870.0,88.9,0.54,2,2.0,1,0
73981,11,8,26,2.41,981992.0,107.71,0.22,3,0.0,4,1
172526,9,8,28,-5.64,1031817.0,133.11,0.18,4,6.0,3,0
374324,11,6,28,-14.89,1042635.0,128.0,0.25,3,3.0,3,1
756309,2,4,18,20.45,181175.0,113.63,0.61,2,7.0,2,0
993567,1,4,54,24.32,79936.0,117.29,0.76,2,8.0,1,0
813473,0,3,21,0.91,47456.0,87.2,0.47,2,1.0,1,0
981287,14,7,27,-16.57,1039952.0,126.55,0.21,4,3.0,4,1
336515,0,2,31,7.3,91271.0,106.97,0.6,2,6.0,1,0
22556,0,5,37,11.19,96070.0,99.25,0.65,3,5.0,2,0
488874,0,3,44,3.5,178337.0,99.17,0.58,2,3.0,1,0
273377,13,7,31,0.49,1040299.0,126.14,0.22,4,3.0,4,1
36938,13,8,33,-13.94,1093136.0,125.74,0.25,4,2.0,5,0
381595,0,4,22,2.64,95442.0,99.52,0.54,2,3.0,1,1
490957,0,3,54,16.36,135190.0,104.42,0.59,2,5.0,1,1
887510,12,6,26,-14.15,957242.0,120.65,0.29,4,3.0,2,1
324769,11,5,27,8.67,1000551.0,129.52,0.28,3,6.0,2,1
100840,10,5,36,-15.1,979612.0,127.77,0.29,4,4.0,2,1
227559,13,8,30,-2.03,970557.0,122.85,0.29,4,3.0,4,1
148937,0,4,19,8.16,124627.0,110.72,0.56,2,5.0,1,1
383303,13,6,30,7.02,1048278.0,133.69,0.27,4,7.0,3,1
211701,0,3,19,0.42,126220.0,85.72,0.58,2,1.0,1,0
390094,0,5,19,0.81,100341.0,107.11,0.57,2,4.0,2,1
661016,0,3,40,4.93,160280.0,120.28,0.66,3,6.0,1,0
531467,12,7,24,-24.83,992557.0,133.17,0.31,4,6.0,3,1
556548,14,7,24,-1.69,942800.0,131.62,0.27,4,5.0,4,1
289333,1,2,43,38.58,30328.0,92.69,0.65,2,3.0,1,0
600298,2,4,22,1.37,108520.0,98.84,0.5,2,3.0,2,0
194978,13,6,37,13.07,967500.0,126.05,0.32,4,5.0,3,0
641704,12,6,35,-17.0,997227.0,128.22,0.22,3,4.0,3,1
700186,1,5,19,16.48,50000.0,83.17,0.39,2,0.0,2,0
274930,1,2,36,1.43,49695.0,113.85,0.69,3,7.0,1,1
481708,0,5,18,5.13,96784.0,110.35,0.51,2,5.0,2,1
606228,0,5,19,3.18,78122.0,101.51,0.49,2,4.0,2,0
229562,12,8,35,-14.42,993220.0,122.43,0.26,4,3.0,4,0
229091,14,7,29,-0.83,998502.0,130.36,0.25,5,5.0,4,1
138722,0,4,20,13.66,251584.0,90.94,0.54,2,0.0,2,0
16625,2,4,55,1.4,55980.0,124.09,0.81,2,10.0,1,0
161827,1,3,21,2.77,75505.0,100.56,0.6,3,3.0,1,0
563278,0,0,33,5.01,53373.0,96.73,0.57,2,4.0,1,0
941629,0,4,22,7.6,94956.0,95.53,0.5,3,3.0,1,0
722645,2,3,56,1.34,84017.0,128.2,0.74,2,11.0,1,0
452033,1,4,20,3.23,71237.0,102.32,0.62,2,4.0,1,0
758828,0,3,19,2.43,137411.0,104.41,0.56,3,5.0,1,0
33444,1,3,33,5.08,93974.0,95.61,0.53,2,2.0,1,0
508006,12,6,26,9.23,1109245.0,135.02,0.23,4,7.0,3,1
150052,10,11,29,-11.09,1062625.0,132.51,0.27,3,5.0,5,0
357855,14,6,24,2.77,1019261.0,129.74,0.26,4,4.0,3,1
25431,0,4,20,22.23,90614.0,108.01,0.47,3,4.0,1,0
375011,13,6,23,-9.83,1019667.0,122.41,0.22,4,2.0,3,1
41504,14,7,28,-17.66,990860.0,127.2,0.28,3,4.0,4,1
994905,1,4,19,4.41,71477.0,98.65,0.59,2,3.0,1,0
164680,13,7,27,-10.95,1044785.0,123.45,0.24,4,4.0,4,0
536952,13,6,25,-5.67,1079413.0,125.76,0.32,3,3.0,3,0
946514,13,6,31,-10.83,1040397.0,123.64,0.32,4,4.0,3,1
359527,12,5,28,2.38,1051938.0,119.56,0.24,4,2.0,2,1
881707,3,4,42,2.62,17342.0,108.43,0.7,2,7.0,1,0
677951,0,3,20,17.41,161974.0,103.05,0.56,3,3.0,1,0
318703,13,7,31,12.26,1023632.0,128.32,0.22,3,3.0,4,1
183943,3,5,18,9.02,226058.0,99.57,0.42,3,2.0,2,0
844765,13,6,25,12.29,1014825.0,116.91,0.17,4,2.0,3,1
429565,0,3,46,8.56,44164.0,120.81,0.8,1,9.0,1,0
978794,10,6,25,6.74,1005692.0,128.43,0.17,3,4.0,2,1
903660,6,8,30,-33.07,965529.0,130.96,0.29,3,4.0,2,0
314963,0,3,50,9.52,153533.0,119.38,0.69,2,7.0,1,1
520296,1,4,42,1.48,84487.0,110.77,0.7,3,5.0,1,0
549563,1,4,21,1.29,39423.0,92.64,0.53,2,2.0,1,0
509077,0,1,37,3.41,128526.0,114.77,0.69,2,7.0,1,0
816540,0,4,20,9.1,165319.0,92.05,0.45,2,0.0,1,0
561526,0,5,19,5.57,70099.0,105.71,0.43,2,4.0,1,0
248966,12,7,31,-11.79,1071722.0,129.15,0.27,3,5.0,4,1
946563,1,3,34,13.97,123486.0,124.69,0.7,2,9.0,1,0
806249,0,3,54,1.93,116523.0,111.28,0.69,2,6.0,1,0
127020,1,4,37,1.16,44320.0,89.34,0.64,2,1.0,1,0
984587,11,8,27,-5.56,1017865.0,130.43,0.29,4,4.0,4,0
867843,1,3,52,5.69,190607.0,105.93,0.65,2,5.0,1,0
715186,10,7,38,1.74,986890.0,129.6,0.21,4,3.0,3,1
745458,1,3,22,2.63,106615.0,94.1,0.61,2,2.0,1,0
568219,0,3,19,8.28,196246.0,97.3,0.48,3,2.0,1,0
609317,1,4,20,0.93,216253.0,109.17,0.57,2,6.0,2,0
612571,0,2,49,3.3,105250.0,123.84,0.81,2,10.0,1,0
446418,14,6,25,-2.39,914926.0,127.34,0.25,4,4.0,3,1
150850,0,4,19,10.69,125103.0,107.65,0.65,2,6.0,1,0
267471,10,6,24,-10.56,1101154.0,127.76,0.29,3,4.0,2,1
328748,11,6,29,-4.76,970344.0,125.31,0.31,4,3.0,2,1
735394,13,6,30,-3.07,927852.0,126.49,0.24,4,4.0,3,1
840269,0,1,21,1.62,83944.0,102.45,0.59,2,5.0,1,0
230799,12,7,25,-18.86,971153.0,128.31,0.31,4,5.0,3,1
823620,0,3,47,6.63,74731.0,109.44,0.74,2,6.0,1,1
508329,12,7,31,-4.67,923475.0,131.05,0.38,3,6.0,3,1
955276,14,6,26,-3.79,1011965.0,131.73,0.33,4,6.0,3,1
635101,12,6,32,0.88,1056222.0,126.56,0.19,3,4.0,3,1
682977,0,4,59,0.84,27380.0,100.02,0.73,2,4.0,1,0
697348,0,4,22,3.23,127908.0,118.61,0.56,2,7.0,1,0
235134,11,6,28,0.47,1021872.0,129.07,0.23,4,4.0,2,1
540381,1,4,50,0.09,43748.0,107.07,0.71,3,5.0,1,0
531831,12,6,29,-4.78,936837.0,123.26,0.32,4,4.0,2,1
157326,2,2,20,3.74,109168.0,105.67,0.52,2,4.0,1,0
97952,12,5,29,0.55,1094050.0,129.91,0.24,4,5.0,2,1
377773,13,9,24,-9.93,1004005.0,127.89,0.25,3,4.0,5,0
871622,13,8,30,-8.66,1061253.0,126.02,0.23,3,3.0,5,0
396240,0,4,21,17.74,58847.0,84.31,0.55,2,0.0,1,0
370627,9,6,27,4.38,965842.0,121.69,0.23,3,2.0,2,0
743456,12,7,23,-21.08,994241.0,112.34,0.15,4,0.0,3,1
746517,0,4,39,0.14,217973.0,109.76,0.65,2,5.0,1,0
687957,0,3,45,22.73,166367.0,110.31,0.61,3,6.0,1,0
882736,1,1,47,5.62,59949.0,89.32,0.71,2,4.0,1,0
445626,3,0,52,4.55,92734.0,106.3,0.73,2,6.0,1,0
398512,2,3,45,7.86,81581.0,101.35,0.68,3,5.0,1,1
724838,11,7,26,-3.41,996073.0,136.88,0.34,3,8.0,3,0
278212,12,9,31,-11.27,1011185.0,124.34,0.26,3,3.0,5,1
887834,1,4,32,8.8,162031.0,100.67,0.51,3,2.0,2,0
949892,6,7,29,-8.43,1032920.0,131.67,0.24,4,5.0,2,1
933621,12,7,28,4.24,924329.0,122.81,0.25,3,4.0,3,0
222375,0,1,22,1.77,99992.0,94.58,0.5,3,2.0,1,1
540603,10,6,30,-17.26,996268.0,124.78,0.28,3,2.0,2,1
634116,12,5,33,-16.75,1036999.0,117.8,0.23,4,2.0,2,1
175165,12,8,27,16.09,1044826.0,123.31,0.26,4,3.0,4,1
992913,11,7,32,-8.05,1165160.0,135.86,0.31,4,6.0,4,1
206314,13,5,25,-3.49,1026690.0,119.52,0.22,4,2.0,2,0
373441,12,5,37,1.06,941415.0,131.66,0.36,3,6.0,2,1
21418,13,7,23,-0.04,998132.0,132.31,0.31,4,5.0,4,0
379408,12,7,28,2.04,1058515.0,136.8,0.32,4,7.0,4,1
113588,1,1,56,0.74,127583.0,112.59,0.73,3,7.0,1,0
306719,0,3,20,4.03,82987.0,109.17,0.63,2,5.0,1,0
285168,1,4,21,1.35,50000.0,92.22,0.53,2,2.0,1,0
830341,2,2,18,3.07,108874.0,79.97,0.47,3,0.0,1,0
406999,0,4,19,6.73,107708.0,98.48,0.62,2,4.0,1,1
282149,8,6,28,-15.72,1017340.0,121.47,0.2,4,2.0,2,1
820257,0,2,38,1.8,133657.0,110.68,0.76,2,7.0,1,0
350715,0,3,19,15.63,50000.0,98.66,0.53,2,4.0,1,0
659334,1,3,45,5.01,109087.0,120.04,0.77,3,8.0,1,0
773533,0,4,37,3.19,113462.0,98.21,0.58,3,4.0,1,0
288357,12,7,31,7.05,1020123.0,126.7,0.24,4,2.0,3,1
365830,12,6,32,0.04,1034605.0,136.36,0.36,4,7.0,3,1
230444,12,10,27,7.06,1005307.0,128.79,0.31,4,5.0,5,1
643902,0,3,19,1.99,32095.0,112.26,0.67,2,7.0,1,0
226149,3,3,31,5.04,120850.0,113.52,0.72,3,6.0,1,0
228770,11,6,41,-8.7,1069952.0,122.62,0.19,4,1.0,3,1
994439,0,4,38,10.14,119990.0,104.75,0.69,2,5.0,1,0
741160,2,4,20,11.46,50000.0,93.37,0.55,2,2.0,1,1
366039,10,8,35,-11.62,976285.0,127.51,0.28,3,4.0,3,1
361363,12,5,28,-4.47,1016694.0,135.06,0.33,4,8.0,2,1
523070,0,3,19,25.72,98992.0,92.3,0.51,3,1.0,1,1
176034,0,4,54,2.27,70103.0,104.1,0.71,3,5.0,1,1
186918,12,6,29,-15.44,999749.0,127.04,0.25,4,3.0,3,1
660389,1,5,22,2.76,62666.0,89.93,0.58,2,2.0,2,0
740904,1,5,19,5.26,153823.0,90.48,0.56,3,1.0,2,0
9809,12,7,33,-6.39,935636.0,124.37,0.24,4,4.0,3,0
324498,3,4,54,2.73,8370.0,99.48,0.63,2,4.0,1,0
29889,2,5,46,7.18,93339.0,121.94,0.71,2,9.0,2,1
101152,4,2,20,2.78,80113.0,103.5,0.6,1,4.0,1,0
308128,11,7,30,-19.96,980262.0,122.19,0.17,4,1.0,3,1
269593,13,6,27,-5.89,986727.0,119.5,0.15,4,1.0,3,1
538234,4,3,59,2.01,174596.0,110.34,0.6,2,6.0,2,0
878551,0,4,22,4.51,40806.0,101.37,0.66,2,4.0,1,0
857420,1,4,46,2.0,130785.0,111.32,0.65,2,6.0,1,0
651345,13,6,27,-28.08,1002280.0,125.1,0.32,3,4.0,3,1
225734,12,6,35,-16.47,929609.0,133.38,0.25,3,7.0,2,1
355114,0,4,19,0.72,68134.0,98.32,0.54,2,4.0,1,0
426382,0,3,34,2.42,111042.0,98.01,0.61,2,3.0,1,0
18051,1,4,21,1.16,50000.0,98.75,0.55,2,4.0,1,0
502545,0,2,21,1.49,31384.0,99.59,0.61,2,4.0,1,0
801554,0,4,59,3.74,42146.0,111.33,0.77,2,6.0,1,0
154767,11,8,35,-15.07,1005964.0,127.52,0.21,4,5.0,4,0
950870,12,5,23,-3.7,990511.0,122.09,0.25,4,4.0,2,1
456832,0,3,58,9.23,97703.0,115.44,0.79,2,7.0,1,0
954604,13,5,23,0.41,1060945.0,128.9,0.28,4,4.0,2,1
115556,1,4,59,4.03,69783.0,119.27,0.75,2,8.0,1,0
946351,0,5,58,4.49,146019.0,118.48,0.73,2,6.0,2,0
355122,7,7,37,-12.06,1023612.0,129.23,0.28,4,4.0,2,1
167160,1,1,31,4.78,37611.0,93.78,0.59,2,4.0,1,0
90762,1,4,34,3.19,74553.0,99.16,0.55,1,3.0,1,0
48375,9,7,26,-6.58,1076579.0,135.66,0.24,4,7.0,3,1
168024,0,1,52,6.28,115832.0,119.19,0.83,2,9.0,1,0
943076,13,9,24,2.94,969860.0,130.67,0.21,4,4.0,5,0
235624,12,7,24,0.72,920791.0,122.31,0.26,4,2.0,3,1
507148,11,5,38,-10.55,995127.0,125.25,0.27,3,5.0,2,0
447039,12,6,37,23.52,1036980.0,130.36,0.33,4,6.0,3,0
2330,11,5,32,0.48,1076901.0,135.15,0.26,4,7.0,2,1
299092,0,1,22,6.21,43858.0,99.22,0.66,3,4.0,1,1
441188,2,4,21,4.55,158885.0,97.38,0.49,3,2.0,2,0
102779,10,6,31,-1.32,978575.0,120.32,0.31,3,4.0,2,1
578599,11,7,34,4.09,1040732.0,129.07,0.27,4,5.0,3,1
850779,0,3,19,2.58,37634.0,109.55,0.58,2,6.0,1,1
420805,0,5,42,16.23,152415.0,108.84,0.67,2,6.0,2,0
488947,12,6,33,-11.61,962305.0,124.84,0.33,4,4.0,2,1
427507,12,6,30,-1.38,1081186.0,126.5,0.3,4,4.0,3,1
559028,0,3,21,15.35,50162.0,107.93,0.68,2,5.0,1,0
394526,11,8,27,-12.78,930826.0,119.33,0.29,4,1.0,3,1
